Temperature,X,Y,Motor_Condition
32.77777778,17.5812,15.8746,0
30.19444444,11.5115,14.168,0
32.80555556,17.5973,15.8746,0
32.78333333,17.3719,15.8746,0
31.78888889,13.7011,14.9569,0
31.25,15.8263,9.982,0
30.11666667,10.9158,10.0464,0
31.07222222,8.5008,10.0303,0
33.77222222,21.7672,9.982,0
33.96111111,16.2127,10.0464,0
34.82777778,20.4631,11.0768,0
36.08888889,23.7797,11.27,0
36.06666667,22.218,11.27,0
35.08888889,24.1339,11.4471,0
35.07222222,23.9568,11.27,0
34.02777778,17.7422,11.27,0
33.23333333,14.2324,9.982,0
32.8,9.4346,9.982,0
31.16111111,9.1287,11.2056,0
31.11666667,8.5008,9.982,0
29.91111111,6.4722,15.8263,1
29.95555556,6.6332,9.982,1
30.15,6.2629,14.9569,0
29.00555556,6.6654,15.8263,1
28.54444444,6.5688,14.9086,1
32.34444444,14.0231,8.4686,0
29.56111111,14.0231,14.9086,1
30.11666667,14.0392,14.9086,0
30.13888889,14.2324,14.168,0
30.02777778,19.8835,9.982,0
30.07222222,19.9318,10.0464,0
30.06111111,10.7387,10.0303,0
31.06666667,11.5115,9.982,0
32.17777778,20.3504,9.982,0
32.69444444,19.8352,9.982,0
33.89444444,20.0445,9.982,0
34.95555556,15.4721,9.982,0
37.06111111,15.4238,9.982,0
37.17222222,12.3326,9.982,0
37.08333333,7.728,9.982,0
35.05555556,8.2754,9.982,0
34.83333333,10.787,9.982,0
34.76666667,11.9945,9.982,0
34.77222222,9.6922,9.982,0
33.81666667,5.2969,11.2056,0
33.81666667,6.762,15.8263,0
33.82777778,18.2091,14.168,0
33.28333333,13.3147,9.982,0
32.73333333,11.0285,8.1305,0
31.24444444,8.9999,7.4221,0
31.64444444,17.0338,8.1949,0
32.13333333,19.9962,8.1305,0
32.47222222,16.9533,5.6833,0
31.13888889,20.4953,2.9141,0
30.12222222,16.1,1.8998,0
30.3,14.6993,1.3524,0
30.11666667,14.6993,1.9159,0
31.13888889,14.6993,3.5581,0
31.09444444,15.4238,6.1502,0
31.16111111,14.4739,6.8586,0
32.17777778,15.8585,10.8836,0
32.13888889,15.0696,4.7334,0
32.2,17.4524,2.5438,0
32.22222222,17.6939,4.8461,0
32.17222222,8.4042,3.8157,0
32.22222222,14.4578,3.9606,0
32.22222222,12.8639,4.8783,0
32.17222222,14.4095,6.1985,0
32.22222222,14.3129,5.9731,0
31.66666667,14.1036,6.0214,0
31.64444444,17.1465,6.0214,0
31.64444444,14.1841,6.0214,0
31.64444444,14.1519,6.9391,0
31.13888889,5.3774,4.5241,0
31.08888889,14.2968,7.9051,0
31.08888889,14.3612,7.9051,0
31.08888889,14.2968,7.9051,0
31.08888889,12.7834,7.8729,0
31.08888889,12.6063,7.8729,0
30.65555556,11.4149,7.8246,0
31.08888889,11.1412,6.0214,0
31.13888889,13.9587,6.0214,0
32.10555556,15.9068,6.2629,0
32.17777778,11.1251,6.0053,0
32.17777778,11.0285,5.957,0
32.15555556,12.6385,7.3416,0
32.2,12.5258,6.8747,0
32.17777778,9.2414,6.8586,0
31.23333333,7.728,6.1824,0
31.16111111,1.5456,5.9248,0
31.16111111,3.22,5.9248,0
31.13333333,5.5384,6.1824,0
31.08888889,9.3702,4.3953,0
30.99444444,3.1556,4.3631,0
30.92222222,8.8389,0.322,0
30.99444444,6.4883,4.3309,0
31.03888889,10.9641,4.347,0
31.06111111,13.846,6.5366,0
31.03888889,6.7459,4.3953,0
31.03888889,11.2056,4.3953,0
31.01666667,13.9909,4.8783,0
31.03888889,12.8156,4.4436,0
30.99444444,11.3988,4.4919,0
31.01666667,14.1841,4.3792,0
31.01666667,14.168,2.6404,0
30.02222222,14.4739,2.0286,0
30.1,17.5007,3.059,0
31.11111111,21.8477,3.5581,0
31.18333333,20.5436,4.0733,0
31.08333333,20.8978,5.2647,0
31.18333333,15.9068,6.0697,0
31.18333333,14.2646,6.0697,0
31.14444444,11.0285,4.7173,0
31.11111111,9.5956,4.5241,0
31.11111111,15.6492,4.5241,0
31.14444444,14.49,4.8622,0
31.11111111,15.9229,6.118,0
30.6,17.4524,6.1985,0
31.11111111,14.2807,6.4078,0
31.11111111,17.388,6.3434,0
31.11111111,14.2807,6.3434,0
31.92777778,7.5509,3.4937,0
30.60555556,11.431,5.2808,0
30.60555556,17.2753,5.2808,0
30.55,19.1912,6.0053,0
30.55555556,17.227,6.3434,0
30.05,14.3451,6.3434,0
30.03333333,11.6081,7.567,0
30.05,12.6868,8.1949,0
31.08888889,10.0142,7.1323,0
30.99444444,8.7101,6.6654,0
31.13888889,7.8246,7.1323,0
31.13888889,10.6743,6.1985,0
31.98888889,9.2253,6.6654,0
32.17777778,7.6314,6.1985,0
31.67222222,3.5259,8.05,0
32.03888889,5.1842,4.5885,0
32.17777778,4.7817,5.0393,0
32.17777778,4.6046,4.1216,0
32.03888889,7.8085,3.7352,0
32.17777778,4.9588,4.0733,0
31.69444444,3.059,4.025,0
31.67222222,6.762,3.8479,0
31.69444444,6.6332,3.5581,0
31.69444444,3.5581,3.059,0
33.01111111,8.2593,2.6404,0
32.17777778,6.3434,3.5259,0
32.2,6.4239,3.5259,0
32.17777778,7.0035,3.9445,0
32.71666667,6.6332,3.5259,0
32.73888889,7.7763,3.1395,0
32.67777778,5.0232,3.0912,0
32.73888889,0.6601,3.1395,0
33.82777778,5.2647,3.2039,0
33.85555556,9.3219,4.3309,0
34.40555556,10.948,4.2021,0
34.88888889,8.3398,6.3434,0
34.93888889,4.3631,6.5366,0
34.98333333,3.5742,8.1949,0
34.96111111,1.8354,8.1949,0
34.85,4.2182,7.9856,0
33.9,1.6422,6.1985,0
33.82777778,3.22,6.118,0
33.77777778,2.1413,5.0393,0
33.82777778,1.8193,4.5885,0
33.82777778,3.5098,4.5885,0
33.74444444,4.3953,4.3792,0
33.75555556,3.1878,4.5885,0
32.75555556,6.4561,8.1305,0
34.92777778,6.3917,6.4722,0
32.13333333,3.0751,6.2951,0
31.60555556,3.22,6.1985,0
30.97222222,6.0536,6.6976,0
31.09444444,3.1878,4.4919,0
31.07222222,3.5742,2.6404,0
32.22222222,4.669,2.8497,0
34.94444444,3.7191,4.0733,0
37.22222222,5.1842,7.9695,0
38.99444444,12.3487,9.9015,0
42.12777778,9.7727,9.982,0
42.24444444,14.4578,10.0464,0
42.38888889,14.168,10.0303,0
42.28888889,17.2109,10.0464,0
42.24444444,15.8263,11.27,0
41.24444444,9.7083,11.0285,0
37.93333333,7.7441,8.05,0
38.90555556,7.728,8.05,0
39.01666667,7.8085,10.8836,0
38.76666667,4.7656,11.0446,0
38.81111111,3.4454,9.7083,0
38.91111111,6.6815,9.7083,0
38.18888889,4.9105,7.7763,0
33.25,2.9141,4.4919,0
29.58888889,5.6028,1.9159,1
33.2,1.5295,1.9803,0
32.68888889,3.22,1.9159,0
32.75555556,11.27,2.093,0
32.71111111,0,1.8998,0
32.71111111,3.22,1.8837,0
32.76111111,4.83,1.6583,0
32.78333333,7.8407,0.2415,0
32.92222222,7.8407,0.2898,0
32.96111111,8.1627,0.7245,0
33.03888889,8.4042,1.288,0
32.99444444,5.5545,2.2057,0
34.29444444,9.6117,4.5724,0
36.02777778,8.05,7.1323,0
35.95555556,9.4507,8.05,0
33.87777778,9.9498,4.6046,0
32.73333333,13.9909,3.9767,0
32.17777778,10.9158,3.8479,0
31.23333333,11.2217,1.6744,0
30.14444444,7.9373,0.161,0
30.07222222,6.0536,0.161,0
30.59444444,3.5903,1.9964,0
30,5.8443,2.9302,1
29.95,6.44,3.8479,1
30.01111111,9.1609,2.3828,0
28.95555556,5.9731,1.6905,1
29.97222222,10.8836,2.9302,1
29.77222222,13.0732,6.118,1
29.88333333,14.1197,5.8765,1
29.92777778,11.0607,7.7441,1
29.76111111,7.6314,7.8246,1
31.02222222,12.5741,8.8872,0
32.11666667,15.7297,9.9015,0
32.68333333,19.8513,9.982,0
34.82777778,15.8907,9.982,0
36.93888889,12.7673,9.982,0
36.70555556,13.6528,9.2575,0
37.46666667,14.2163,9.982,0
36.93888889,15.5043,9.982,0
33.75,8.0017,5.0393,0
32.71666667,3.5742,5.1359,0
31.11666667,7.7924,5.0876,0
29.28888889,7.6475,0.4991,1
29.05555556,4.3631,0.4347,1
29.00555556,8.9677,0.3381,1
29.58333333,6.601,0.9982,1
30.05,11.0768,1.5295,0
30.05,11.0768,1.932,0
32.75,13.2181,8.5974,0
30.09444444,6.6171,1.4651,0
29.56666667,3.6708,1.4651,1
29.72777778,10.6743,1.8515,1
30.12222222,8.0983,1.932,0
31.11666667,8.2593,3.9284,0
31.18333333,9.5151,3.7513,0
32.17777778,11.27,3.3649,0
33.91666667,9.7405,3.5581,0
35.95555556,9.5956,5.6189,0
38.86666667,11.4149,6.1985,0
40.07222222,12.8639,9.9015,0
40.13333333,11.5115,9.3702,0
41.22777778,8.3559,9.9015,0
41.18333333,11.2217,9.9015,0
39.06111111,12.0428,9.3702,0
36.18333333,4.991,8.05,0
36.11666667,5.1681,8.05,0
36.88333333,11.8657,7.8085,0
35.02222222,9.7244,7.9051,0
34.95,6.6493,7.8729,0
34.85555556,11.3022,9.2092,0
33.82222222,13.9104,9.6761,0
32.80555556,14.007,9.6761,0
34.13888889,10.2235,7.406,0
32.73333333,11.0124,9.6117,0
31.16111111,3.7191,7.728,0
32.2,10.9158,7.728,0
32.15555556,3.542,7.728,0
31.16111111,9.6439,5.8926,0
32.60555556,11.4471,7.2611,0
34.77222222,13.846,9.6439,0
35.00555556,11.0768,9.7083,0
37.16111111,13.3952,9.2897,0
38.96111111,11.2217,9.9015,0
40.09444444,11.0446,9.9015,0
42.22777778,11.1251,9.3702,0
42.26666667,14.3612,9.9015,0
41.15555556,11.3505,9.9015,0
40.26111111,9.6922,7.728,0
38.91111111,9.7888,6.1985,0
37.73333333,10.7065,6.2951,0
37.62777778,10.7065,6.3595,0
37.61111111,15.0052,6.1985,0
36.59444444,10.948,6.118,0
36.96666667,13.0732,9.8371,0
34.02777778,6.4722,9.8049,0
35.02777778,14.0231,9.8049,0
32.07777778,8.1627,1.6422,0
33.89444444,10.948,7.9695,0
32.29444444,6.2468,6.118,0
32.75,9.7244,6.6976,0
32.24444444,11.0768,4.5885,0
32.22222222,7.9695,4.5885,0
32.12222222,9.9176,4.6207,0
32.80555556,5.0071,4.991,0
36.13888889,7.9373,6.1985,0
38.76666667,2.1413,5.957,0
41.20555556,7.7602,7.2128,0
42.24444444,4.6207,7.1323,0
42.31111111,7.9212,7.8085,0
42.36111111,4.6046,8.05,0
42.28888889,0.2737,8.05,0
41.06111111,2.2057,6.9391,0
37.93333333,0.1288,5.0393,0
36.28888889,7.2611,5.0393,0
36.33888889,1.288,4.4919,0
36.20555556,3.22,3.2039,0
35.62777778,5.313,2.0769,0
34.95555556,6.44,0.3381,0
33.91111111,1.5295,0.161,0
31.82222222,11.27,0.161,0
34.14444444,3.8157,1.0626,0
32.24444444,0,0.161,0
32.80555556,2.9302,0.161,0
32.41111111,2.9141,0.1771,0
32.36111111,1.5295,0.3381,0
33.98333333,8.9838,1.8515,0
33.85555556,5.1037,1.7388,0
33.98333333,7.6475,1.8676,0
35.07222222,11.0768,2.9624,0
36.13888889,8.9033,2.8014,0
37.75555556,12.236,3.8801,0
37.82222222,3.0107,2.9624,0
39.04444444,7.9856,3.22,0
39.88333333,12.6546,4.8461,0
39.88333333,14.329,3.9284,0
38.9,12.88,5.4579,0
37.75555556,10.7065,5.9248,0
37.2,4.9749,7.7763,0
37.23333333,10.1913,10.2396,0
37.15,4.7495,10.8514,0
36.6,11.0929,9.6117,0
36.12222222,10.2235,9.7083,0
35.57777778,11.2217,7.8729,0
35.05,14.2002,7.9695,0
35.08333333,16.4703,7.9051,0
35,11.0768,9.8049,0
34.97777778,11.0607,11.8979,0
35,10.8192,14.0875,0
34.97777778,11.3988,11.1251,0
34.97777778,20.3826,11.1251,0
34.91666667,20.286,10.8836,0
33.93888889,17.7905,11.1251,0
33.91666667,23.4577,11.27,0
33.94444444,26.0659,11.0768,0
33.86666667,21.7994,11.27,0
34.93333333,21.9765,11.27,0
33.99444444,25.1321,11.0768,0
33.93888889,17.5329,11.27,0
33.93888889,16.2127,11.27,0
32.52777778,21.4291,11.0768,0
32.26666667,17.3236,10.0464,0
31.18333333,15.9229,9.982,0
31.23333333,11.6403,9.982,0
30.02777778,12.7834,9.982,0
30.6,17.6939,14.9086,0
30.68888889,24.1661,14.168,0
30.48888889,16.905,9.982,0
30.05,17.5812,14.9086,0
29.67222222,19.9479,14.9569,1
29.51666667,14.1519,14.9569,1
29.95555556,17.227,14.6832,1
30.12777778,14.7798,13.363,0
31.08888889,21.7189,10.8997,0
31.08888889,21.9765,11.1251,0
31.01666667,23.8924,10.0303,0
31.03888889,29.5274,11.27,0
32.15,24.955,11.27,0
32.73888889,30.6061,11.0768,0
32.75555556,35.903,11.27,0
33.83888889,36.0318,11.27,0
33.93888889,33.5041,11.592,0
32.88888889,25.3092,11.27,0
32.86666667,25.2931,11.2056,0
32.40555556,15.5204,11.3988,0
32.22222222,20.6885,9.982,0
31.15555556,20.2055,9.982,0
30.30555556,15.6492,9.982,0
30.11666667,12.9766,9.982,0
30.07222222,14.1841,9.982,0
30.11111111,11.4149,14.9569,0
29.51111111,14.7959,15.8263,1
29.51111111,17.4524,15.8263,1
26.75555556,12.6224,8.2593,1
29.46666667,20.7368,15.8263,1
29.46666667,20.5436,15.8263,1
28.57222222,15.0052,14.9569,1
27.87222222,16.1161,9.982,1
27.33333333,14.6349,9.982,1
27.83333333,14.5705,9.982,1
28.83888889,12.6546,9.982,1
29.97222222,17.6617,9.982,1
32.03888889,16.3576,9.982,0
32.24444444,14.0875,15.8263,0
32.87222222,12.3004,11.2056,0
33.89444444,7.9695,11.3988,0
33.91111111,3.9928,11.2056,0
33.83888889,2.6887,11.2056,0
31.39444444,7.0518,11.3988,0
29.95,0.1449,9.982,1
28.79444444,7.5026,9.982,1
27.86666667,9.7888,9.982,1
27.66111111,4.7012,9.9015,1
26.57222222,3.0429,15.7297,1
26.15,3.6547,13.524,1
25.99444444,1.5295,9.8532,1
25.50555556,6.0375,7.9695,1
27.63888889,6.118,14.1841,1
25.43333333,6.2951,7.9695,1
24.90555556,6.2307,7.9695,1
24.9,6.1341,7.9051,1
24.90555556,10.5777,7.0357,1
23.83888889,7.567,6.9391,1
24.73333333,7.9856,7.3255,1
26.96666667,7.6797,7.8246,1
27.89444444,13.8621,9.8049,1
29.84444444,4.5724,9.9015,1
32.12777778,5.0071,9.982,0
32.19444444,10.8836,9.982,0
32.78888889,11.753,9.982,0
32.77777778,10.9963,9.982,0
32.26666667,12.3648,9.982,0
31.11111111,7.9856,9.982,0
29.86111111,9.5151,9.982,1
28.79444444,9.66,9.982,1
28.77222222,9.2736,9.982,1
28.70555556,12.2038,9.9015,1
27.63333333,10.5938,9.9015,1
28.20555556,10.3845,14.7959,1
27.65555556,3.0751,15.6492,1
37.51666667,6.0214,5.9248,0
38.34444444,5.6511,4.2826,0
35.04444444,3.3488,1.8837,0
34.05,6.1341,0.3703,0
34.69444444,3.864,0.5152,0
32.92222222,3.2039,0.2254,0
32.92222222,3.1878,0.3703,0
33.01111111,0.644,1.3846,0
35.12222222,0,2.9785,0
37.32222222,7.8729,4.9105,0
40.57777778,12.0428,5.3452,0
42.17777778,10.9319,6.118,0
42.82777778,9.982,9.9015,0
43.65555556,14.2324,9.3702,0
43.79444444,14.168,10.0464,0
42.77777778,11.4149,10.0464,0
41.16666667,8.5974,9.338,0
38.93888889,5.1198,8.05,0
37.4,9.7083,6.1985,0
37.49444444,9.5312,4.4436,0
36.28888889,8.1949,1.7549,0
35.75555556,6.5849,1.5939,0
36.97777778,6.7781,2.3506,0
37.37222222,6.762,2.2057,0
27.14444444,3.4454,15.6009,1
28.08888889,8.6779,5.152,1
28.67222222,3.22,15.5526,1
29.27777778,5.8604,15.5526,1
28.87777778,3.1878,14.7154,1
28.74444444,1.6261,10.948,1
28.74444444,3.3649,10.948,1
28.87777778,3.3971,7.7924,1
28.81666667,5.0232,6.0053,1
28.83888889,4.3631,6.0697,1
29.06666667,5.1842,5.6833,1
30,4.4114,7.9695,1
30.09444444,10.5938,8.05,0
30.17777778,12.0428,7.3255,0
31.18333333,5.1037,6.1985,0
31.20555556,8.0983,8.05,0
30.17777778,9.3863,7.4543,0
30.05,11.0607,8.05,0
28.96111111,11.0607,8.05,1
29.01666667,9.8049,7.3255,1
28.91666667,21.2037,9.982,1
28.91666667,16.7279,9.982,1
28.53888889,11.9462,8.6457,1
27.36666667,10.8675,4.2987,1
37.4,6.4722,2.2057,0
35.48333333,10.1269,14.0553,0
38.46111111,14.3612,3.2844,0
38.46111111,11.1895,3.2844,0
38.98888889,11.7691,3.0107,0
39.52222222,11.3827,2.8175,0
40.05,12.8156,2.8175,0
39.97777778,12.5741,2.8175,0
40.07222222,12.558,4.2021,0
41.18333333,14.5866,6.3434,0
42.08888889,18.8531,7.4543,0
42.24444444,23.7153,8.9677,0
42.22222222,22.2985,11.27,0
42.19444444,21.4291,10.1913,0
42.17222222,34.1642,11.27,0
41.18333333,25.1804,11.27,0
40.23333333,20.93,11.0768,0
38.88333333,15.0213,11.27,0
37.72222222,8.7906,11.2056,0
37.47777778,4.7173,11.0285,0
36.22777778,11.1895,11.2056,0
35.66666667,11.0607,15.8263,0
34.82222222,10.5938,14.5866,0
35.55555556,17.0016,15.8263,0
35.04444444,17.1143,15.8263,0
30.4,10.2235,14.168,0
34.51111111,11.1734,15.8263,0
34.51111111,11.3344,15.8263,0
34.44444444,7.406,14.9569,0
33.91111111,11.3505,11.2056,0
33.86111111,7.9856,9.982,0
33.13333333,11.27,10.0303,0
35.02222222,13.9748,10.0464,0
37.73333333,15.4399,11.27,0
38.86111111,23.1679,11.4471,0
39.97777778,20.3343,11.27,0
39.93333333,20.2538,11.27,0
40.88888889,21.5257,11.4471,0
39.92777778,20.1089,11.27,0
38.83888889,21.4935,11.27,0
37.97777778,18.5311,11.3988,0
37.24444444,16.8084,9.982,0
35.11666667,13.8943,11.2056,0
35.22222222,16.6635,11.0285,0
33.86666667,19.8352,11.2056,0
33.28888889,17.0982,15.8263,0
32.2,10.9319,14.9569,0
30.65,6.4239,15.8263,0
29.58333333,5.8926,14.9086,1
32.87777778,8.5813,8.4686,0
29.32777778,10.8997,14.9086,1
28.77222222,3.2039,14.9086,1
28.32222222,3.3971,14.168,1
27.73333333,3.0429,9.982,1
27.75555556,1.7066,9.982,1
27.93333333,2.093,10.948,1
29.97777778,4.8139,11.27,1
32.12777778,12.2038,11.27,0
34.85555556,10.2235,11.0285,0
37.03888889,9.7888,11.2056,0
37.08333333,10.8836,9.982,0
37.71111111,12.5902,11.0285,0
37.71111111,12.5419,11.2056,0
37.22222222,11.0607,11.1251,0
37.08333333,11.3183,10.8836,0
36.06111111,5.1198,11.0446,0
36.06111111,5.0876,11.1251,0
36.06111111,7.9051,10.4167,0
35.07222222,7.9695,11.1251,0
35.51111111,6.5205,9.9015,0
35.51111111,14.4095,9.9015,0
34.93333333,11.0607,9.9015,0
33.33888889,11.3827,9.9015,0
35.22222222,19.6098,15.0052,0
34.44444444,11.2217,9.982,0
34.42222222,24.9872,9.982,0
34.37777778,16.7118,9.982,0
32.87222222,16.1,9.982,0
33.91111111,22.379,9.982,0
33.87222222,23.6509,11.0285,0
34.97777778,26.6616,9.982,0
36.11111111,30.0265,11.27,0
36.22777778,32.4093,11.4471,0
37.28888889,34.5667,11.27,0
37.82222222,29.7367,11.27,0
37.89444444,26.565,11.4471,0
37.77777778,28.1428,11.27,0
37.73333333,23.3933,11.2056,0
37.22222222,14.8764,11.3988,0
36.06111111,15.2145,11.1251,0
36.08333333,15.1823,11.1251,0
36.15555556,14.1358,11.0768,0
36.18333333,13.363,11.27,0
36.11111111,17.2592,15.8746,0
36.17777778,17.1787,15.0052,0
35.64444444,17.3558,15.8746,0
35.62222222,17.0821,15.8746,0
36.09444444,11.5759,14.9569,0
35.05,14.4417,15.8746,0
35.05,17.2109,15.8746,0
35.57777778,17.5007,14.1036,0
36.08888889,14.4739,11.2056,0
36.06666667,22.3468,11.2056,0
37.01111111,20.2377,11.0285,0
37.2,32.7152,11.2056,0
38.86666667,35.8708,11.27,0
39.05,35.8386,11.4471,0
40.23888889,27.9657,16.1,0
40,33.4236,11.27,0
40.1,26.6133,11.4471,0
40.06666667,33.0533,11.27,0
39.48888889,23.6831,15.8746,0
38.87222222,14.6671,15.3594,0
37.75555556,8.9355,15.8263,0
37.2,7.1323,15.8263,0
36.36111111,15.3111,11.0285,0
36.16111111,14.0231,11.2056,0
35.11666667,10.948,15.8263,0
34.82777778,10.4811,14.9569,0
34.56111111,6.2629,15.8263,0
34.61111111,6.5688,15.8263,0
34.76666667,26.1464,14.9569,0
35.58333333,11.0285,15.8263,0
35.58333333,6.7298,15.8263,0
35.76111111,7.2128,14.9569,0
36.09444444,9.66,11.2056,0
35.05,9.8371,11.2056,0
36.07222222,12.9283,11.0285,0
36.16111111,16.1,10.0464,0
37.2,20.5275,10.0464,0
37.87222222,17.1787,10.0303,0
38.79444444,19.8835,11.1251,0
39.78888889,13.8621,10.948,0
39.98333333,6.7942,10.7226,0
39.78888889,8.1788,7.8246,0
37.71111111,8.3237,4.025,0
36.41111111,24.15,3.4937,0
35.13888889,7.889,2.8175,0
35.16111111,9.7083,2.8175,0
36.06111111,19.4327,3.6708,0
36.08888889,28.5936,6.3434,0
35.53333333,31.4916,6.2951,0
35.51666667,24.8906,6.8425,0
34.97777778,31.5077,14.9086,0
42.08888889,6.4561,14.9086,0
41.07222222,3.1878,14.9086,0
40.79444444,8.0983,14.8764,0
41.46666667,3.5581,14.9086,0
39.91666667,3.5581,14.9086,0
39.28888889,6.8425,14.168,0
40.4,6.1502,14.9086,0
38.89444444,4.6851,9.8049,0
42.63888889,5.3452,9.9015,0
45.91111111,5.0071,9.982,0
49.77777778,9.338,9.982,0
51.97222222,11.1734,10.3523,0
52.24444444,12.1555,9.982,0
53.83888889,8.8872,9.982,0
53.75555556,9.2897,10.3523,0
54.97777778,4.186,9.982,0
53.86111111,9.4024,9.982,0
52.92777778,9.7888,10.3523,0
49.99444444,7.8246,9.982,0
48.7,8.9194,9.982,0
47.45555556,7.3094,9.982,0
46.85,7.5992,9.982,0
43.21666667,6.1502,15.8263,0
43.38333333,6.762,14.9569,0
41.45555556,8.0178,8.5491,0
41.11111111,6.44,8.05,0
40.12222222,7.245,9.5795,0
40.38888889,10.7709,15.6492,0
39.85555556,10.8836,9.982,0
40.82777778,10.8514,14.9569,0
39.85555556,9.5956,9.982,0
39.9,9.7244,9.982,0
40.05,11.0446,9.982,0
41.03888889,11.0768,9.982,0
41.22777778,15.778,9.982,0
42.21666667,12.7834,9.982,0
42.98888889,12.8156,9.982,0
43.01111111,14.2163,9.982,0
43.93888889,9.8854,11.0285,0
44.12222222,11.2217,9.982,0
43.05555556,4.8622,11.2056,0
43.01111111,8.4686,11.0285,0
42.87222222,7.9373,9.982,0
42.80555556,4.6046,11.2056,0
42.61111111,4.6368,10.6743,0
42.2,4.7495,11.27,0
42.71111111,3.1234,11.8979,0
42.13888889,5.2808,11.2539,0
42.17777778,11.27,9.9015,0
41.66666667,11.27,9.9015,0
42.07777778,4.0572,9.5473,0
41.66666667,11.27,8.05,0
41.62222222,3.5581,8.05,0
41.45,4.347,7.8568,0
42.12777778,2.1735,8.05,0
42.08333333,3.5259,5.1359,0
42.01666667,2.4311,5.7477,0
42.17777778,8.8067,6.3434,0
42.73333333,8.0339,6.3434,0
42.71666667,9.1287,7.5187,0
43.85,5.152,9.982,0
43.98888889,2.1896,11.2056,0
43.88333333,4.8783,9.9498,0
45.17222222,4.3309,11.2056,0
45.07777778,4.6207,11.2056,0
44.88888889,2.8497,8.9677,0
43.98333333,4.6046,11.2056,0
43.91666667,3.22,11.2056,0
42.83333333,5.2486,9.9498,0
42.87222222,4.5724,11.2056,0
42.82777778,3.0751,9.982,0
42.79444444,3.6386,8.9677,0
42.24444444,3.1878,9.9015,0
42.26666667,3.1395,9.9015,0
41.31666667,18.0803,7.9373,0
41.71111111,3.22,8.05,0
40.69444444,2.6404,6.1985,0
40.89444444,3.381,6.2951,0
41.18333333,0.1127,6.1985,0
41.11111111,3.1717,4.669,0
42.21666667,2.8014,5.7477,0
42.75555556,7.2933,6.1985,0
42.82777778,4.5724,6.2951,0
44.77222222,9.8532,7.5187,0
45,10.7709,8.1305,0
45.02222222,9.338,6.2951,0
45.05555556,8.3237,5.957,0
46.06666667,7.728,6.2951,0
46.02222222,9.4024,6.2951,0
44.87222222,5.635,6.7298,0
43.86666667,8.5169,7.1323,0
43.8,9.8693,11.2056,0
42.25,9.821,10.6743,0
41.13888889,13.4435,11.2056,0
41.13888889,11.3183,9.982,0
41.73888889,16.8084,9.6278,0
41.63888889,14.7637,9.982,0
41.58888889,17.6939,8.1305,0
33.56111111,10.9802,14.5866,0
40.47777778,17.4846,11.8979,0
39.41666667,14.2807,11.8979,0
38.07222222,7.3094,11.1251,0
40,14.7798,9.8049,0
40.04444444,14.329,5.0393,0
40.04444444,9.9498,5.635,0
42.17222222,23.6992,9.8049,0
43.79444444,26.3718,11.27,0
42.81666667,25.4219,10.7226,0
41.31666667,17.0177,11.27,0
41.26111111,21.9926,11.27,0
39.51111111,25.3253,11.0768,0
39.25,19.7225,11.27,0
39.3,12.8961,11.27,0
39.07222222,8.1788,11.3988,0
37.38333333,7.7441,9.982,0
36.16111111,7.728,9.982,0
36.18888889,4.6207,9.982,0
37,9.4185,9.982,0
36.21111111,10.4972,15.8263,0
34.75,6.5044,14.9569,0
33.63333333,6.2629,15.8263,0
31.99444444,11.0446,15.8263,0
30.22222222,2.2862,6.8425,0
30.37222222,3.542,14.9086,0
31.44444444,11.0607,14.9086,0
31.23888889,10.8836,14.168,0
29.96111111,11.3344,9.982,1
29.75,3.5742,9.982,1
32,2.1896,9.982,0
34.96111111,7.8246,9.982,0
38.91666667,13.8621,9.982,0
41,14.5383,10.3523,0
41.20555556,9.821,9.982,0
42.22222222,7.8246,9.982,0
42.16666667,9.5151,10.3523,0
42.77777778,9.0804,9.982,0
42.77777778,10.626,9.982,0
41.28888889,11.2378,10.3523,0
37.86666667,7.6797,9.982,0
35.02222222,0,9.982,0
33.93888889,0.5635,9.982,0
32.63888889,2.3989,9.982,0
31.60555556,1.5295,11.9784,0
31.09444444,4.1699,9.982,0
29.95555556,5.8765,9.982,1
28.86666667,0,9.982,1
29.56111111,3.22,14.2807,1
28.28888889,3.059,6.2951,1
27.73333333,2.9785,8.1305,1
27.91111111,5.3774,6.8425,1
27.71111111,0.1288,4.2987,1
27.22222222,0.1288,0.5152,1
30.85555556,3.3649,2.3667,0
36,3.5581,5.2164,0
40.00555556,9.7244,9.982,0
41.13888889,7.2611,10.3523,0
42.77777778,3.4776,9.982,0
43.86666667,5.3291,9.982,0
43.91666667,10.7548,10.3523,0
44.02777778,9.7888,9.982,0
43.96111111,9.7566,9.982,0
42.97777778,9.4024,10.3523,0
41.13333333,3.4776,9.982,0
37.77777778,4.83,9.982,0
37.31111111,8.2754,9.982,0
36.03888889,7.7763,9.982,0
34.90555556,6.1663,15.8263,0
33.97222222,4.0089,14.9569,0
32.12777778,3.0751,15.8263,0
32.06111111,1.5295,15.8263,0
30.8,4.0089,9.8371,0
30.97222222,6.3112,15.7297,0
29.95,3.2361,15.7297,1
30.02222222,5.8926,14.8764,0
29.88333333,3.0751,9.8049,1
28.77222222,0,9.8049,1
32.27222222,7.6797,9.8371,0
37.01666667,7.6153,9.9015,0
39.00555556,5.0232,9.982,0
42.13888889,8.3881,10.3523,0
45,10.8353,9.982,0
46.15555556,9.4185,9.982,0
